detour_distance_km,detour_time_min,pickup_zone_risk,expected_extra_profit,fuel_cost_estimate,hour_of_day,is_raining,driver_historical_acceptance,target_accepted
6.41,16.97,0.18,55.97,12.81,10,0,0.47,1
8.06,12.98,0.43,78.74,16.12,10,0,0.56,1
13.5,22.37,0.43,145.28,27.0,16,0,0.73,1
3.35,3.46,0.1,52.6,6.69,6,1,0.71,1
0.83,1.44,0.2,29.26,1.65,8,1,0.87,1
12.99,15.48,0.26,138.68,25.99,15,0,0.82,1
8.87,9.27,0.39,82.32,17.74,20,0,0.73,1
13.41,14.78,0.19,137.69,26.83,8,0,1.0,1
9.16,22.52,0.4,111.38,18.31,4,0,0.62,1
12.25,19.69,0.61,148.48,24.49,5,0,0.85,1
6.73,13.18,0.1,98.15,13.46,7,0,0.59,1
11.37,20.68,0.4,92.05,22.75,8,0,0.48,1
13.74,26.39,0.1,152.26,27.48,12,0,0.62,1
8.8,10.11,0.4,76.31,17.59,2,0,0.83,1
3.12,5.3,0.15,42.55,6.24,17,0,0.61,1
4.4,6.84,0.41,46.38,8.8,4,0,0.72,1
3.38,3.43,0.17,55.19,6.76,21,0,0.59,1
4.08,13.83,0.16,66.5,8.16,23,1,0.68,1
4.94,8.02,0.29,45.75,9.89,19,0,0.89,1
8.55,10.29,0.15,111.43,17.1,0,0,0.64,1
9.03,24.84,0.08,80.4,18.05,12,0,0.88,1
6.68,9.43,0.1,76.21,13.37,19,0,0.5,1
9.42,21.94,0.09,116.47,18.85,23,0,0.32,1
1.68,1.87,0.49,34.38,3.37,17,1,0.51,1
1.77,3.58,0.3,31.73,3.55,9,1,0.75,1
2.99,6.02,0.52,53.93,5.98,23,0,0.66,1
8.01,11.47,0.15,93.35,16.02,19,0,0.62,1
3.6,9.29,0.18,61.5,7.21,17,0,0.45,1
4.61,9.94,0.58,70.35,9.22,3,0,0.51,1
6.3,11.21,0.1,90.21,12.61,0,1,0.58,1
12.27,23.82,0.26,112.43,24.54,6,0,0.72,1
0.7,1.09,0.43,28.35,1.4,14,0,0.82,1
9.92,14.17,0.49,128.75,19.83,13,0,0.59,1
10.2,15.11,0.12,95.1,20.4,2,0,0.58,1
12.08,16.31,0.36,156.21,24.16,19,1,0.55,1
14.02,29.17,0.14,164.28,28.05,18,0,0.87,1
0.79,2.3,0.72,27.98,1.58,7,0,0.66,1
2.73,3.33,0.15,33.77,5.46,18,0,0.73,1
13.35,15.03,0.26,88.86,26.7,22,0,0.64,1
7.15,16.15,0.15,90.51,14.3,17,0,0.46,1
8.69,15.64,0.48,80.38,17.37,13,0,0.65,1
10.11,16.21,0.48,74.71,20.23,5,0,0.8,1
10.35,15.92,0.42,92.44,20.69,18,0,0.65,1
14.01,18.82,0.12,172.23,28.02,11,1,0.65,1
14.96,53.19,0.42,144.05,29.91,14,0,0.47,0
10.94,13.83,0.09,121.86,21.88,23,0,0.93,1
4.66,15.73,0.06,69.46,9.33,23,0,0.69,1
13.26,22.05,0.27,116.29,26.51,21,0,0.87,1
1.21,1.39,0.36,26.16,2.43,3,0,0.63,1
3.85,6.54,0.58,47.97,7.7,18,0,0.8,1
13.51,37.35,0.04,178.05,27.02,4,0,0.73,1
4.21,4.26,0.09,55.3,8.43,3,0,0.79,1
3.7,4.03,0.18,53.25,7.4,8,1,1.0,1
2.5,3.02,0.2,45.84,5.01,22,0,0.72,1
12.96,23.19,0.56,95.21,25.91,18,0,0.66,1
7.75,19.98,0.29,98.57,15.5,5,0,0.8,1
10.29,10.76,0.32,92.87,20.57,7,0,0.58,1
3.97,6.11,0.49,50.61,7.93,20,0,0.58,1
11.49,12.92,0.44,99.14,22.98,1,0,0.7,1
11.52,22.74,0.31,89.98,23.04,7,0,0.7,1
5.03,10.04,0.37,57.9,10.07,10,0,0.99,1
6.45,6.53,0.38,56.55,12.91,1,0,0.53,1
3.54,5.52,0.01,58.64,7.08,13,0,0.71,1
14.66,41.24,0.33,124.7,29.32,16,0,0.72,1
9.86,23.78,0.37,114.42,19.72,4,1,0.54,1
14.05,22.98,0.47,119.44,28.1,4,1,0.78,1
4.9,17.38,0.43,51.72,9.8,0,0,0.8,1
11.84,19.83,0.16,138.32,23.67,5,0,0.73,1
11.6,20.57,0.17,128.72,23.21,6,1,0.82,1
10.53,12.62,0.07,88.72,21.06,13,0,0.47,1
14.5,28.09,0.1,154.64,29.0,13,0,0.84,1
6.21,6.29,0.37,51.25,12.41,15,0,0.56,1
2.4,6.21,0.22,34.94,4.79,8,0,0.44,1
10.24,14.77,0.44,123.36,20.48,17,0,0.72,1
11.07,34.91,0.1,107.17,22.15,23,0,0.37,1
8.84,11.04,0.06,76.79,17.68,8,0,0.71,1
3.5,3.51,0.52,49.89,7.0,3,0,0.78,1
7.81,9.04,0.21,84.52,15.63,6,1,0.48,1
5.03,7.54,0.21,67.44,10.05,4,0,0.56,1
6.7,10.92,0.02,56.89,13.4,16,0,0.75,1
9.86,11.25,0.32,125.81,19.71,9,0,0.57,1
11.31,11.88,0.22,81.14,22.61,23,0,0.51,1
3.87,3.9,0.1,51.62,7.73,1,0,0.64,1
6.38,11.65,0.33,83.6,12.75,2,0,0.85,1
4.4,4.43,0.45,52.64,8.81,20,0,0.91,1
3.38,9.21,0.17,58.44,6.76,6,0,0.55,1
11.86,26.94,0.4,141.99,23.72,4,1,0.84,1
13.68,43.2,0.39,129.23,27.37,9,0,0.85,0
5.87,12.93,0.04,56.89,11.74,3,0,0.98,1
11.39,13.79,0.09,80.43,22.79,1,0,0.66,1
13.51,15.18,0.13,163.33,27.01,16,0,0.85,1
12.77,15.31,0.15,101.21,25.54,18,0,0.73,1
3.15,4.36,0.25,41.7,6.3,21,1,0.59,1
14.37,22.61,0.45,92.87,28.73,8,0,0.77,1
5.96,7.63,0.26,50.57,11.92,20,1,0.42,1
5.42,9.98,0.32,55.84,10.84,18,0,0.85,1
1.41,1.6,0.39,35.61,2.81,2,0,0.93,1
7.55,9.96,0.28,99.01,15.1,6,0,0.78,1
2.08,2.69,0.16,41.62,4.16,11,0,0.64,1
4.1,6.29,0.12,64.28,8.21,22,0,0.65,1
5.1,5.58,0.19,52.13,10.19,11,0,0.9,1
12.23,27.85,0.46,164.94,24.46,18,1,0.5,1
13.19,24.62,0.17,107.42,26.39,6,0,0.85,1
4.89,5.86,0.05,49.56,9.77,7,1,0.94,1
12.95,20.9,0.34,111.47,25.9,2,1,0.77,1
12.93,14.1,0.05,132.66,25.86,4,0,0.8,1
11.59,22.73,0.2,88.03,23.17,12,0,0.17,1
2.63,4.98,0.15,46.72,5.25,23,0,0.84,1
10.51,11.47,0.27,99.88,21.02,22,0,0.74,1
14.2,23.74,0.12,147.53,28.41,0,0,0.73,1
10.4,16.32,0.24,125.42,20.79,17,0,0.7,1
5.31,10.63,0.27,80.06,10.62,21,0,0.88,1
7.76,16.96,0.03,103.29,15.52,14,0,0.91,1
9.86,13.29,0.08,106.42,19.73,12,0,0.76,1
7.9,23.25,0.41,114.35,15.81,7,1,0.48,1
2.24,2.46,0.28,39.5,4.48,4,0,0.76,1
5.02,6.02,0.36,63.98,10.05,6,0,0.7,1
12.13,30.87,0.22,94.14,24.27,14,1,0.85,0
12.99,16.86,0.7,98.48,25.98,6,0,0.71,1
2.49,3.55,0.14,35.4,4.98,2,0,0.75,1
14.31,36.84,0.72,150.83,28.62,16,0,0.51,0
5.27,11.58,0.09,61.65,10.54,21,0,0.62,1
10.1,18.15,0.39,97.81,20.21,20,0,0.52,1
11.4,14.72,0.39,87.19,22.8,8,0,0.6,1
12.27,16.83,0.32,114.11,24.55,0,0,0.73,1
14.21,21.89,0.33,128.67,28.43,14,0,0.81,1
5.04,6.1,0.08,67.08,10.07,20,0,0.62,1
12.95,15.82,0.34,119.95,25.9,2,1,0.78,1
2.41,3.38,0.12,39.11,4.82,5,0,0.68,1
10.72,12.76,0.18,94.07,21.45,4,0,0.6,1
11.26,22.49,0.25,86.66,22.52,3,1,0.78,1
10.33,11.34,0.35,93.32,20.65,23,1,0.59,1
4.16,5.85,0.13,42.04,8.32,10,0,0.81,1
13.16,15.18,0.04,104.56,26.32,10,0,0.57,1
2.95,4.47,0.37,41.45,5.9,13,1,1.0,1
1.28,3.09,0.54,27.69,2.56,16,0,0.95,1
10.9,16.6,0.5,125.27,21.81,19,0,0.54,1
7.39,14.0,0.34,71.5,14.79,19,0,0.66,1
12.81,16.57,0.44,139.26,25.62,8,0,0.61,1
6.06,9.98,0.39,77.61,12.12,0,0,0.62,1
2.94,3.35,0.41,43.91,5.88,13,0,0.82,1
12.63,16.65,0.46,122.84,25.26,4,0,0.77,1
8.46,11.08,0.14,96.73,16.92,23,0,0.6,1
3.24,7.86,0.28,42.18,6.49,20,0,0.62,1
10.95,11.08,0.72,76.36,21.89,7,0,0.8,1
7.91,8.98,0.26,95.28,15.82,4,0,0.55,1
9.26,11.0,0.31,105.77,18.53,1,0,0.75,1
7.18,14.43,0.2,79.87,14.37,1,1,0.58,1
12.52,19.2,0.53,159.31,25.03,23,0,0.8,1
12.53,35.51,0.17,127.25,25.06,12,0,0.63,0
10.79,16.5,0.3,96.85,21.57,18,0,0.7,1
2.03,5.64,0.04,40.27,4.06,17,0,0.63,1
12.66,19.05,0.09,168.63,25.33,14,0,0.88,1
10.23,13.89,0.77,123.91,20.46,13,0,0.82,1
10.61,19.55,0.41,140.51,21.21,0,0,0.74,1
5.76,9.24,0.2,53.36,11.53,19,1,0.82,1
13.25,14.61,0.15,97.47,26.5,10,0,0.76,1
11.02,33.24,0.33,87.01,22.04,18,0,0.6,0
2.13,2.53,0.46,41.15,4.27,7,0,0.56,1
6.41,16.96,0.05,69.56,12.83,0,1,0.71,1
13.35,48.11,0.23,131.41,26.71,10,0,0.73,0
1.18,3.04,0.15,28.09,2.37,20,0,0.66,1
14.44,17.53,0.48,166.61,28.88,9,0,0.52,1
10.35,18.68,0.1,132.97,20.7,5,0,0.73,1
9.65,10.68,0.19,79.1,19.31,12,0,0.76,1
4.42,6.87,0.12,48.08,8.85,0,1,0.9,1
4.11,15.4,0.23,50.3,8.21,8,0,0.67,1
14.16,17.98,0.05,118.57,28.32,17,0,0.51,1
4.82,14.5,0.29,62.08,9.65,19,0,0.71,1
11.74,13.95,0.21,140.6,23.49,22,0,0.72,1
6.2,16.49,0.16,85.43,12.4,10,0,0.61,1
2.52,4.95,0.16,36.27,5.04,15,0,0.62,1
0.66,0.8,0.17,24.08,1.31,2,0,0.83,1
8.39,8.69,0.17,83.32,16.78,9,0,0.66,1
14.65,27.71,0.24,108.39,29.3,1,1,0.68,1
5.85,6.71,0.23,53.02,11.7,7,0,0.54,1
5.68,14.45,0.05,58.04,11.36,17,0,0.71,1
5.49,6.42,0.1,62.58,10.98,2,0,0.59,1
8.05,10.83,0.08,93.36,16.1,5,0,0.58,1
6.89,17.46,0.11,89.33,13.78,12,0,0.49,1
13.26,27.8,0.41,106.97,26.52,18,0,0.77,1
7.83,22.45,0.18,104.02,15.66,13,0,0.6,1
7.86,14.64,0.3,61.17,15.72,21,0,0.57,1
2.51,6.22,0.23,40.32,5.01,12,0,0.66,1
14.75,20.12,0.02,159.11,29.5,14,1,0.8,1
4.12,4.14,0.1,49.03,8.25,21,1,0.76,1
1.56,6.04,0.2,35.3,3.13,18,0,0.72,1
10.12,15.43,0.09,131.97,20.23,17,1,0.84,1
9.13,13.43,0.11,71.38,18.27,11,0,0.83,1
6.52,6.97,0.3,75.99,13.04,7,0,0.72,1
6.62,10.52,0.45,53.98,13.24,13,0,0.76,1
11.88,18.07,0.26,102.67,23.77,22,0,0.8,1
3.34,5.53,0.37,39.89,6.68,0,0,0.78,1
12.39,27.44,0.19,136.13,24.79,0,0,0.81,1
9.91,33.92,0.34,86.78,19.81,0,0,0.59,0
6.58,11.82,0.19,65.87,13.15,16,0,0.65,1
7.14,24.67,0.58,65.99,14.28,20,1,0.78,0
4.22,6.37,0.13,48.31,8.44,17,0,0.74,1
11.41,23.74,0.28,95.0,22.81,19,0,0.9,1
7.94,12.21,0.41,98.45,15.87,14,0,0.93,1
5.15,14.69,0.15,80.23,10.3,18,0,0.83,1
9.14,9.63,0.3,97.09,18.29,23,0,0.39,1
14.94,16.22,0.44,157.47,29.88,8,0,0.82,1
6.81,17.35,0.31,93.06,13.62,1,0,0.69,1
13.85,27.29,0.12,135.41,27.7,7,0,0.57,1
5.5,7.75,0.16,59.15,11.01,7,0,0.62,1
1.29,4.02,0.31,35.08,2.59,14,0,0.52,1
3.46,6.71,0.32,59.26,6.92,10,1,0.85,1
6.57,14.99,0.33,62.99,13.14,14,0,0.78,1
3.68,3.93,0.64,56.56,7.37,18,0,0.42,1
0.5,0.57,0.48,24.8,1.01,10,0,0.72,1
13.77,20.1,0.05,151.44,27.54,0,0,0.51,1
12.74,19.89,0.16,157.73,25.47,16,0,0.83,1
11.26,11.88,0.31,129.46,22.53,10,0,0.53,1
2.93,3.09,0.28,45.3,5.87,13,0,0.35,1
2.25,2.3,0.07,44.52,4.49,11,1,0.75,1
1.48,4.3,0.17,30.15,2.96,11,0,0.8,1
11.0,29.69,0.43,127.28,22.0,3,0,0.82,1
13.97,18.44,0.05,158.43,27.94,14,0,0.67,1
6.74,10.28,0.04,94.79,13.49,8,1,0.7,1
2.23,8.44,0.38,46.7,4.46,14,1,0.78,1
7.93,26.75,0.04,90.6,15.86,1,0,0.86,1
5.56,6.07,0.5,66.64,11.12,15,0,0.67,1
5.93,6.58,0.3,74.63,11.87,22,0,0.64,1
9.51,18.36,0.19,111.39,19.02,0,0,0.35,1
10.92,11.89,0.2,129.11,21.84,15,0,0.71,1
2.1,3.03,0.38,34.66,4.21,14,1,0.9,1
1.02,1.19,0.23,28.54,2.03,20,0,0.81,1
14.92,26.15,0.25,133.32,29.84,13,0,0.85,1
3.87,11.56,0.41,40.42,7.75,20,0,0.77,1
1.28,2.23,0.56,31.87,2.56,23,0,0.75,1
3.25,5.49,0.18,56.19,6.51,2,0,0.56,1
1.06,1.61,0.13,32.19,2.13,5,1,0.61,1
6.18,18.78,0.65,73.29,12.36,10,0,0.51,1
12.13,12.21,0.06,145.73,24.27,6,0,0.8,1
5.45,12.58,0.15,74.41,10.9,21,0,0.88,1
6.94,17.4,0.07,65.82,13.88,13,0,0.88,1
10.3,15.96,0.3,76.01,20.59,9,0,0.54,1
7.88,12.07,0.3,100.64,15.76,3,0,0.65,1
12.99,22.4,0.18,110.66,25.98,0,0,0.47,1
13.06,15.75,0.56,135.5,26.12,3,0,0.53,1
0.64,1.01,0.24,25.58,1.29,21,0,0.53,1
11.78,16.66,0.39,146.36,23.56,14,0,0.91,1
7.18,9.06,0.31,88.31,14.36,5,0,0.65,1
14.84,55.21,0.18,182.18,29.68,18,1,0.5,0
7.51,11.07,0.39,97.06,15.01,17,0,0.58,1
14.81,16.22,0.49,197.7,29.62,23,1,0.86,1
11.44,43.5,0.14,146.39,22.88,9,1,0.72,0
4.1,7.41,0.29,46.59,8.21,3,0,0.55,1
8.31,8.79,0.16,117.44,16.61,15,0,0.89,1
14.89,28.91,0.11,129.87,29.77,18,0,0.76,1
12.93,21.77,0.19,139.7,25.87,10,1,0.58,1
1.91,1.94,0.45,42.16,3.82,9,0,0.69,1
10.74,26.89,0.55,89.82,21.48,15,0,0.84,1
5.51,18.43,0.64,80.63,11.02,14,1,0.59,1
0.6,0.67,0.29,27.02,1.2,16,1,0.77,1
6.35,7.05,0.47,89.7,12.7,1,0,0.74,1
3.9,6.46,0.2,61.91,7.81,13,0,0.57,1
12.37,19.47,0.19,104.79,24.75,7,0,0.56,1
5.39,6.15,0.49,62.32,10.78,21,0,0.36,1
12.5,15.55,0.31,149.02,25.0,21,1,0.64,1
0.51,1.13,0.58,22.96,1.02,14,1,0.42,1
4.96,18.9,0.06,75.68,9.93,0,0,0.43,1
4.0,6.55,0.5,45.87,7.99,23,0,0.38,1
3.89,4.35,0.24,54.8,7.77,5,0,0.64,1
1.49,1.61,0.37,28.54,2.98,19,0,0.82,1
3.21,3.32,0.27,40.23,6.43,18,0,0.52,1
8.56,9.4,0.32,97.84,17.11,10,0,0.86,1
4.72,6.9,0.34,64.61,9.45,5,0,0.87,1
6.55,11.23,0.4,65.13,13.1,18,0,0.55,1
5.96,7.18,0.16,54.8,11.93,3,0,0.4,1
13.2,16.4,0.09,136.78,26.4,9,0,0.85,1
13.63,20.85,0.44,168.32,27.25,23,0,0.88,1
7.65,24.24,0.21,69.02,15.3,10,1,0.69,1
5.29,5.6,0.09,72.03,10.57,22,0,0.71,1
2.05,3.46,0.11,35.78,4.1,22,1,0.71,1
14.32,27.41,0.26,186.19,28.65,21,0,0.75,1
1.37,1.9,0.24,27.66,2.75,7,0,0.82,1
4.82,6.38,0.06,45.43,9.63,8,0,0.62,1
4.82,11.82,0.34,48.31,9.64,0,1,0.53,1
5.15,5.86,0.12,73.91,10.29,18,1,0.63,1
2.88,6.17,0.02,53.03,5.76,23,0,0.71,1
11.86,30.4,0.11,147.54,23.71,16,0,0.78,1
2.28,4.1,0.1,42.82,4.55,8,0,0.84,1
9.71,12.16,0.15,72.44,19.41,16,0,0.8,1
2.3,2.36,0.14,34.91,4.59,11,0,0.75,1
1.52,1.78,0.16,37.58,3.05,13,0,0.62,1
13.69,14.33,0.43,148.1,27.37,8,0,0.42,1
3.26,9.16,0.42,46.96,6.51,6,0,0.83,1
12.41,40.9,0.24,138.7,24.82,15,0,0.98,0
8.4,12.57,0.4,72.48,16.79,13,0,0.64,1
1.63,3.48,0.32,38.33,3.26,5,0,0.85,1
14.35,16.48,0.27,157.71,28.71,14,0,0.47,1
4.08,5.41,0.29,53.87,8.16,12,0,0.62,1
12.96,13.26,0.19,126.33,25.93,19,0,0.51,1
2.95,6.68,0.43,51.71,5.9,4,0,0.94,1
12.88,20.97,0.15,112.17,25.76,14,1,0.6,1
0.69,1.11,0.23,24.12,1.38,17,0,0.71,1
7.92,18.45,0.49,69.9,15.84,12,0,0.74,1
11.66,16.83,0.22,84.91,23.31,10,0,0.98,1
14.05,24.13,0.1,140.24,28.11,10,0,0.57,1
13.68,23.39,0.41,153.29,27.37,11,0,0.83,1
12.38,23.72,0.28,162.89,24.77,18,0,0.57,1
13.38,50.93,0.2,157.21,26.76,11,1,0.68,0
3.39,5.28,0.37,50.78,6.78,22,1,1.0,1
4.62,9.21,0.5,71.05,9.24,20,0,0.72,1
4.69,18.69,0.32,72.74,9.38,23,0,0.83,1
5.97,12.41,0.35,79.59,11.93,18,0,0.73,1
6.2,13.52,0.51,53.46,12.41,18,0,0.73,1
8.4,15.4,0.54,79.13,16.79,0,0,0.81,1
2.82,8.08,0.16,40.72,5.64,13,0,0.57,1
10.52,16.68,0.05,146.08,21.05,16,0,0.75,1
2.93,3.81,0.24,44.17,5.86,1,0,0.46,1
5.0,6.92,0.19,71.66,10.0,6,0,0.55,1
7.8,9.14,0.24,103.42,15.6,5,0,0.89,1
12.05,20.46,0.33,135.34,24.1,20,0,0.57,1
11.22,17.55,0.4,77.55,22.44,19,0,0.82,1
9.86,11.49,0.1,70.64,19.72,19,0,0.14,1
2.76,4.83,0.44,49.6,5.52,22,0,0.6,1
8.43,10.86,0.37,105.79,16.86,0,0,0.62,1
1.77,3.07,0.27,35.47,3.54,5,0,0.61,1
5.97,10.6,0.1,60.26,11.94,14,0,0.68,1
6.5,7.92,0.21,56.42,12.99,16,1,0.75,1
1.08,2.83,0.3,26.63,2.15,3,0,0.64,1
4.47,8.88,0.07,60.53,8.95,21,0,0.76,1
14.36,34.34,0.4,146.64,28.71,1,0,0.69,1
14.33,27.59,0.48,186.04,28.66,15,0,0.88,1
5.61,13.27,0.3,85.63,11.22,20,1,0.93,1
1.12,1.64,0.23,30.16,2.25,12,0,0.76,1
3.1,3.65,0.35,53.73,6.19,10,1,0.86,1
6.19,7.37,0.38,86.11,12.37,10,0,0.71,1
14.24,27.21,0.67,166.23,28.49,15,0,0.86,1
2.55,2.57,0.23,40.54,5.09,9,0,0.72,1
11.57,16.64,0.2,109.4,23.14,3,0,0.67,1
2.08,3.78,0.24,34.22,4.15,18,0,0.4,1
14.73,16.8,0.24,190.25,29.46,21,1,0.75,1
6.03,7.57,0.1,85.41,12.07,6,0,0.75,1
11.74,14.46,0.21,93.26,23.48,17,0,0.53,1
5.47,13.77,0.24,57.0,10.94,11,0,0.61,1
9.6,15.97,0.42,107.08,19.2,21,0,0.47,1
3.28,3.66,0.08,45.93,6.57,9,0,0.81,1
2.62,4.17,0.38,37.01,5.23,14,0,0.6,1
14.1,18.49,0.6,168.61,28.2,11,1,0.81,1
13.81,19.98,0.26,89.18,27.61,0,1,0.63,1
13.37,15.16,0.14,118.96,26.74,9,1,0.57,1
9.57,20.65,0.48,130.09,19.14,10,0,0.86,1
12.22,17.93,0.29,146.17,24.44,19,0,0.61,1
1.5,4.38,0.42,31.72,3.0,21,0,0.85,1
5.35,6.98,0.21,81.58,10.71,18,0,0.59,1
5.05,6.32,0.48,77.08,10.1,14,0,0.68,1
9.72,34.44,0.31,72.16,19.43,2,0,0.89,0
5.66,7.48,0.39,53.38,11.32,15,0,0.74,1
2.65,4.73,0.26,40.46,5.31,19,1,0.83,1
9.15,26.67,0.37,125.26,18.3,20,0,1.0,1
12.31,21.79,0.01,154.28,24.62,15,0,0.68,1
6.04,15.27,0.11,52.22,12.08,9,0,0.84,1
2.42,4.3,0.42,40.76,4.84,14,0,0.7,1
3.35,6.23,0.49,53.66,6.7,7,0,0.72,1
3.94,4.91,0.15,47.33,7.89,1,0,0.64,1
4.85,5.84,0.23,68.76,9.7,3,0,0.72,1
9.82,13.92,0.32,94.52,19.64,13,0,0.54,1
9.21,34.51,0.16,83.74,18.43,17,0,0.88,1
10.59,11.17,0.38,102.08,21.19,2,0,1.0,1
5.76,7.53,0.39,87.09,11.51,2,0,0.74,1
12.45,45.16,0.54,161.12,24.9,22,0,0.63,0
3.46,4.0,0.26,59.43,6.92,4,0,0.97,1
7.3,18.24,0.44,103.39,14.6,1,0,0.65,1
12.11,17.7,0.25,95.68,24.23,5,0,0.64,1
3.11,5.19,0.29,55.08,6.22,3,0,0.74,1
2.09,3.71,0.22,33.58,4.19,1,0,0.64,1
13.31,14.51,0.32,164.68,26.63,18,0,0.89,1
5.47,9.47,0.32,68.12,10.94,14,0,0.45,1
10.42,33.98,0.13,89.58,20.83,1,0,0.74,1
0.87,0.9,0.15,26.76,1.74,3,0,0.93,1
10.51,11.17,0.03,104.4,21.01,13,0,0.34,1
5.08,6.66,0.27,71.51,10.17,11,1,0.94,1
1.31,2.18,0.41,32.09,2.62,2,0,0.74,1
9.34,29.23,0.06,120.13,18.68,7,0,0.99,1
3.99,4.73,0.24,51.05,7.98,19,0,0.95,1
6.11,19.92,0.48,82.34,12.22,9,0,0.49,1
1.67,5.53,0.21,37.6,3.34,18,0,1.0,1
2.63,4.03,0.04,34.33,5.27,14,0,0.54,1
4.82,13.03,0.25,56.78,9.64,13,0,0.77,1
1.8,7.04,0.18,40.18,3.6,18,0,0.34,1
13.71,24.16,0.12,156.18,27.41,19,0,0.81,1
0.59,1.67,0.32,24.66,1.18,22,0,0.78,1
7.52,20.29,0.13,67.21,15.03,18,0,0.95,1
2.29,7.43,0.46,32.98,4.57,22,0,0.8,1
4.96,12.29,0.24,52.77,9.92,13,0,0.52,1
13.93,17.71,0.36,113.5,27.86,21,0,0.82,1
2.84,3.32,0.32,41.6,5.69,5,0,0.62,1
14.5,24.61,0.05,110.49,29.01,7,0,1.0,1
3.48,5.53,0.14,40.98,6.97,18,0,0.77,1
11.25,40.99,0.19,142.75,22.51,2,0,0.65,0
8.43,27.9,0.15,76.85,16.85,23,0,0.87,1
13.32,30.07,0.28,139.01,26.65,2,0,0.71,1
8.53,12.97,0.21,74.57,17.07,3,0,0.98,1
8.25,10.25,0.16,89.66,16.5,22,1,0.53,1
3.33,4.74,0.31,43.13,6.67,6,0,0.62,1
2.91,5.35,0.15,36.32,5.82,1,0,0.85,1
13.79,40.71,0.41,183.75,27.58,12,0,0.64,1
5.25,6.29,0.47,63.1,10.51,10,1,0.84,1
5.9,11.28,0.21,65.7,11.79,12,0,0.8,1
11.52,14.36,0.29,93.64,23.03,1,0,0.58,1
5.41,8.53,0.31,65.83,10.83,3,0,0.75,1
14.3,17.79,0.26,155.13,28.61,20,0,0.68,1
11.2,12.04,0.27,99.88,22.4,15,1,0.61,1
9.16,9.74,0.11,96.63,18.33,21,0,0.8,1
13.27,20.38,0.07,108.39,26.55,14,0,0.58,1
1.22,1.92,0.78,30.6,2.44,22,1,0.72,1
4.23,9.41,0.25,64.43,8.45,14,0,0.99,1
7.24,7.61,0.21,59.27,14.49,2,1,0.73,1
3.79,6.39,0.23,52.7,7.58,12,0,0.62,1
11.29,32.65,0.26,107.99,22.57,16,0,0.48,1
13.83,24.07,0.09,96.31,27.66,17,0,0.47,1
6.64,19.24,0.23,96.97,13.29,15,0,0.54,1
5.46,8.71,0.14,57.24,10.92,0,0,0.66,1
14.44,21.53,0.07,149.29,28.88,13,1,0.34,1
6.95,13.81,0.42,72.88,13.9,1,0,0.68,1
7.59,24.99,0.45,72.36,15.18,5,0,0.49,1
5.6,5.85,0.31,68.66,11.2,22,0,0.68,1
13.69,16.49,0.23,154.46,27.38,11,0,0.69,1
8.75,9.95,0.09,111.86,17.5,7,0,0.76,1
11.55,22.0,0.51,129.02,23.1,23,0,0.7,1
12.27,14.95,0.05,126.56,24.54,6,0,0.59,1
5.46,8.89,0.18,76.97,10.91,17,1,0.55,1
6.79,16.94,0.48,78.53,13.58,10,1,0.49,1
12.8,37.29,0.22,171.32,25.61,20,0,0.9,1
5.77,11.34,0.12,70.1,11.53,19,0,0.85,1
12.01,34.01,0.41,106.74,24.02,1,0,0.64,1
14.14,14.16,0.72,134.92,28.29,10,0,0.7,1
9.54,33.24,0.28,100.39,19.07,7,0,0.69,1
11.25,19.37,0.45,98.6,22.51,19,0,0.89,1
12.17,20.67,0.27,94.4,24.35,16,0,0.64,1
12.75,26.82,0.4,122.28,25.51,21,0,0.38,1
6.23,9.18,0.28,90.25,12.46,12,0,0.78,1
1.24,3.43,0.73,28.44,2.49,19,0,0.48,1
6.33,7.55,0.02,67.66,12.65,11,0,0.86,1
10.27,20.57,0.35,125.82,20.54,22,0,0.55,1
7.03,10.14,0.03,59.2,14.06,22,0,0.75,1
11.36,14.44,0.21,142.41,22.72,10,0,0.66,1
5.68,6.19,0.24,77.0,11.35,20,0,0.67,1
9.7,11.07,0.28,105.86,19.41,12,0,0.79,1
3.2,4.54,0.13,40.71,6.41,8,0,0.72,1
11.37,21.0,0.42,84.2,22.73,6,0,0.64,1
8.41,13.41,0.12,75.71,16.83,9,0,0.65,1
3.46,4.18,0.16,55.73,6.92,20,0,0.5,1
4.73,5.21,0.15,74.59,9.47,11,0,0.72,1
11.35,34.64,0.45,135.42,22.71,7,0,0.75,1
7.5,13.92,0.12,85.18,15.0,11,0,1.0,1
3.63,4.37,0.75,62.34,7.26,11,0,0.72,1
14.53,25.32,0.18,176.87,29.05,13,0,0.68,1
10.87,21.77,0.22,124.25,21.74,10,0,0.54,1
14.38,25.75,0.34,95.71,28.76,13,0,0.64,1
6.69,9.53,0.32,66.95,13.39,13,0,0.7,1
7.39,7.39,0.53,72.89,14.78,10,0,0.55,1
13.52,21.82,0.45,120.47,27.04,1,1,0.8,1
8.11,19.97,0.13,82.68,16.23,21,0,0.67,1
10.76,28.9,0.3,144.5,21.51,7,0,0.8,1
4.16,14.75,0.32,62.37,8.31,6,0,0.57,1
6.98,10.43,0.05,88.68,13.96,14,0,0.74,1
2.29,3.48,0.2,38.29,4.58,3,0,0.67,1
3.49,8.63,0.11,45.67,6.97,0,0,0.89,1
0.51,0.67,0.3,23.0,1.03,2,0,0.71,1
